participant_id,condition,trial_number,scenario_id,ai_recommendation,ai_is_correct,correct_answer,participant_decision,participant_override,confidence_rating,decision_latency_ms,total_trial_duration_ms,ai_confidence_display,timestamp
P-0637F846,control,13,s06,reject,True,reject,override,approve,3,11429,12868,,2026-03-15T18:43:40
P-0637F846,control,14,s09,reject,True,reject,accept,,4,9736,11853,,2026-03-15T18:44:21
P-0637F846,control,15,s12,reject,True,reject,override,approve,2,13308,15070,,2026-03-15T18:45:00
P-0637F846,control,16,s10,reject,True,reject,accept,,3,3902,7518,,2026-03-15T18:45:57
P-0637F846,control,17,s17,approve,False,reject,override,reject,2,16010,17585,,2026-03-15T18:46:45
P-C26BD0D4,control,3,s08,approve,True,approve,accept,,2,7913,11156,,2026-03-18T04:41:16
P-C26BD0D4,control,4,s07,approve,False,reject,accept,,2,12054,13895,,2026-03-18T04:42:03
P-C26BD0D4,control,5,s10,reject,False,approve,override,approve,3,11635,14737,,2026-03-18T04:42:43
P-C26BD0D4,control,6,s06,reject,True,reject,accept,,4,8777,11398,,2026-03-18T04:43:23
P-C26BD0D4,control,7,s13,approve,True,approve,accept,,4,3961,7829,,2026-03-18T04:44:02
P-C26BD0D4,control,8,s19,approve,False,reject,override,reject,1,10697,13371,,2026-03-18T04:44:50
P-C26BD0D4,control,9,s21,reject,True,reject,override,approve,2,4451,7017,,2026-03-18T04:45:44
P-C26BD0D4,control,10,s12,approve,True,approve,accept,,4,3725,6149,,2026-03-18T04:46:18
P-C26BD0D4,control,11,s04,approve,True,approve,accept,,5,11854,12947,,2026-03-18T04:47:09
P-C26BD0D4,control,12,s05,reject,True,reject,accept,,5,9601,11614,,2026-03-18T04:47:59
P-C26BD0D4,control,13,s11,approve,True,approve,override,reject,1,13626,17330,,2026-03-18T04:48:43
P-C26BD0D4,control,14,s18,approve,True,approve,override,reject,2,5001,6414,,2026-03-18T04:49:34
P-C26BD0D4,control,15,s17,approve,True,approve,accept,,3,9347,10528,,2026-03-18T04:50:12
P-C26BD0D4,control,16,s03,reject,False,approve,override,approve,1,12867,15051,,2026-03-18T04:50:52
P-C26BD0D4,control,17,s16,reject,True,reject,accept,,3,4044,5630,,2026-03-18T04:51:46
P-7EC8DF17,control,3,s11,reject,False,approve,override,approve,3,14647,15808,,2026-03-22T06:42:02
P-7EC8DF17,control,4,s17,reject,False,approve,accept,,3,2496,3558,,2026-03-22T06:42:51
P-7EC8DF17,control,5,s22,approve,True,approve,override,reject,4,10921,14770,,2026-03-22T06:43:49
P-7EC8DF17,control,6,s12,reject,True,reject,override,approve,4,15306,17865,,2026-03-22T06:44:29
P-7EC8DF17,control,7,s08,reject,True,reject,accept,,5,7483,10391,,2026-03-22T06:45:03
P-7EC8DF17,control,8,s19,reject,True,reject,override,approve,2,11299,13580,,2026-03-22T06:45:58
P-7EC8DF17,control,9,s18,approve,True,approve,accept,,4,8470,11862,,2026-03-22T06:46:48
P-7EC8DF17,control,10,s15,reject,True,reject,override,approve,2,13057,15063,,2026-03-22T06:47:30
P-7EC8DF17,control,11,s09,reject,True,reject,accept,,5,8243,11871,,2026-03-22T06:48:15
P-7EC8DF17,control,12,s06,reject,True,reject,accept,,4,10826,14046,,2026-03-22T06:49:05
P-7EC8DF17,control,13,s20,reject,False,approve,override,approve,4,11862,13060,,2026-03-22T06:49:30
P-7EC8DF17,control,14,s10,approve,True,approve,accept,,3,10062,12929,,2026-03-22T06:50:26
P-7EC8DF17,control,15,s14,reject,True,reject,accept,,4,8211,10895,,2026-03-22T06:51:00
P-7EC8DF17,control,16,s04,approve,False,reject,accept,,4,6095,9953,,2026-03-22T06:51:58
P-7EC8DF17,control,17,s21,approve,True,approve,override,reject,1,12422,14208,,2026-03-22T06:52:49
P-385CC7D2,control,3,s14,approve,True,approve,accept,,4,13781,17700,,2026-03-18T14:43:12
P-385CC7D2,control,4,s08,reject,True,reject,accept,,4,7406,10620,,2026-03-18T14:43:55
P-385CC7D2,control,5,s10,approve,True,approve,override,reject,3,15315,17731,,2026-03-18T14:44:31
P-385CC7D2,control,6,s18,reject,True,reject,accept,,5,9755,12091,,2026-03-18T14:45:15
P-385CC7D2,control,7,s05,approve,True,approve,accept,,3,4582,7119,,2026-03-18T14:46:13
P-385CC7D2,control,8,s16,reject,True,reject,accept,,5,12163,16083,,2026-03-18T14:46:47
P-385CC7D2,control,9,s13,approve,True,approve,override,reject,3,12161,14458,,2026-03-18T14:47:41
P-385CC7D2,control,10,s15,reject,True,reject,accept,,5,8690,10108,,2026-03-18T14:48:19
P-385CC7D2,control,11,s21,approve,False,reject,accept,,2,10161,11528,,2026-03-18T14:49:11
P-385CC7D2,control,12,s12,reject,True,reject,override,approve,1,9292,11986,,2026-03-18T14:49:57
P-385CC7D2,control,13,s11,reject,False,approve,override,approve,3,4889,6583,,2026-03-18T14:50:42
P-385CC7D2,control,14,s09,approve,True,approve,accept,,2,10577,13357,,2026-03-18T14:51:23
P-385CC7D2,control,15,s17,reject,True,reject,accept,,5,10142,14094,,2026-03-18T14:52:20
P-385CC7D2,control,16,s07,reject,False,approve,override,approve,2,11191,13811,,2026-03-18T14:52:55
P-385CC7D2,control,17,s06,approve,False,reject,override,reject,2,7850,11516,,2026-03-18T14:53:49
P-A0A7AB4E,control,3,s21,reject,True,reject,override,approve,2,4409,7608,,2026-03-21T13:50:19
P-A0A7AB4E,control,4,s20,approve,True,approve,override,reject,3,13326,15007,,2026-03-21T13:51:05
P-A0A7AB4E,control,5,s08,reject,True,reject,accept,,5,11134,12567,,2026-03-21T13:51:30
P-A0A7AB4E,control,6,s14,approve,True,approve,accept,,4,4879,8235,,2026-03-21T13:52:22
P-A0A7AB4E,control,7,s19,reject,True,reject,accept,,4,4095,5712,,2026-03-21T13:53:11
P-A0A7AB4E,control,8,s03,reject,True,reject,override,approve,4,14251,15726,,2026-03-21T13:53:49
P-A0A7AB4E,control,9,s16,approve,False,reject,accept,,4,6537,9487,,2026-03-21T13:54:33
P-A0A7AB4E,control,10,s17,approve,False,reject,accept,,5,7436,8907,,2026-03-21T13:55:15
P-A0A7AB4E,control,11,s09,approve,True,approve,override,reject,4,10016,12015,,2026-03-21T13:56:16
P-A0A7AB4E,control,12,s18,reject,False,approve,accept,,4,6959,9618,,2026-03-21T13:57:05
P-A0A7AB4E,control,13,s05,approve,False,reject,accept,,5,4612,7453,,2026-03-21T13:57:48
P-A0A7AB4E,control,14,s22,approve,True,approve,accept,,5,7928,9184,,2026-03-21T13:58:33
P-A0A7AB4E,control,15,s04,approve,True,approve,accept,,2,7178,10925,,2026-03-21T13:59:15
P-A0A7AB4E,control,16,s15,reject,True,reject,accept,,4,5117,7542,,2026-03-21T13:59:56
P-A0A7AB4E,control,17,s11,approve,True,approve,override,reject,2,13429,16945,,2026-03-21T14:00:48
P-FCD5108B,control,3,s06,approve,True,approve,accept,,3,6363,9565,,2026-03-16T21:36:09
P-FCD5108B,control,4,s11,reject,True,reject,override,approve,3,14804,16267,,2026-03-16T21:37:03
